,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
7075,hqpPDu238T1tpBa64Q0TSw,"""Tasty Chinese Food""",Downtown Core,"""109 McCaul St""",Toronto,ON,M5T 3K5,43.6537184,-79.3909035,2.5,8,1,Chinese;Restaurants
7088,BCknXEeT9vXQzKGHotsJKQ,"""Big Smoke Burger""",St. Lawrence,"""50 King Street E""",Toronto,ON,M5C 1E5,43.649629,-79.3761458,3.0,72,1,Restaurants;Poutineries;Burgers
7091,bnfm0_uYvmCqCp-kfiVpPg,"""Castle Fruit""",Kensington Market,"""80 Kensington Ave""",Toronto,ON,M5T 2K1,43.6547894,-79.4007318,1.5,3,1,Specialty Food;Fruits & Veggies;Food
7092,WkvwNOJQcg3awIFwqCkQWA,"""Starbucks""",Leslieville,"""908 Queen Street E""",Toronto,ON,M4M 1J5,43.6606740478,-79.3424128435,3.0,8,1,Food;Coffee & Tea
7093,tAzdE1tRcsznfWN6TOLP3Q,"""Egg Sunrise Grill""",Little Portugal,"""1422 Dundas Street W""",Toronto,ON,M6J 1Y5,43.6497292,-79.4293636,5.0,9,1,Restaurants;Diners;American (Traditional);Breakfast & Brunch
7094,1K2vEQUQZVmv-POYCi1kTg,"""Booster Juice""",Downtown Core,"""40 King St W""",Toronto,ON,M5H 3Y2,43.6493491,-79.3795277,3.5,10,1,Food;Juice Bars & Smoothies
7097,O4aaSHOq5x8c4f19Ml0vAQ,"""Quizno's Subs""",Parkdale,"""1196 King Street W""",Toronto,ON,M6K 1E6,43.6392048,-79.4272242,2.5,3,1,Restaurants;Sandwiches
7098,x8b12bxgvyYBFXRq0AIN3A,"""Umi's Kitchen""",,"""346 Dundas Street E""",Toronto,ON,M5A 2A1,43.6587258,-79.3697096,4.5,7,1,Caribbean;Salad;Specialty Food;Halal;Restaurants;Food
7099,lVVJMvqu4LXL5rBqjO6eqg,"""Tofu Village - House of Soon Tofu""",Koreatown,"""681 Bloor Street W""",Toronto,ON,M6G 4B9,43.6638449,-79.4166687,4.5,152,1,Korean;Restaurants
7103,6nB9E2ObWNjTRhrUj8dq7w,"""Panago Pizza""",Etobicoke,"""5230 Dundas Street W""",Toronto,ON,M9B 1A8,43.6402786,-79.5379597,3.5,6,1,Pizza;Restaurants
7106,CrfANiUEzY0ZkvhQmtDiSA,"""North Shore Pie""",Parkdale,"""43 Roncesvalles Avenue""",Toronto,ON,M6R 2K4,43.6400955,-79.4464996,4.0,15,1,Coffee & Tea;Food;Bakeries;Comfort Food;Restaurants
7107,01nRNgH_ukm8E2td9TTZDA,"""Baroli Cafe""",Downtown Core,"""220 Yonge St""",Toronto,ON,M5B 2H1,43.6536106,-79.3800603,3.0,4,1,Coffee & Tea;Food
7115,1qOxjcR4x8JzLFjRX0rvXw,"""Stuft Gourmet Sausages""",Downtown Core,"""""",Toronto,ON,,43.653226,-79.3831843,3.5,5,1,Restaurants;Hot Dogs;Food Stands
7116,t5wRrTWlUNZkhrHGByqI-w,"""Sheherzade Persian Grill And Dizi""",,"""422 College St W""",Toronto,ON,M5T,43.6567533,-79.4069986,4.0,81,1,Persian/Iranian;Restaurants
7117,kBAsDEH8iQ5Gzj5kQiy2_w,"""Appalachia Smokehouse and BBQ""",Etobicoke,"""972 The Queensway""",Toronto,ON,M8Z 1P3,43.6238038,-79.5136826,4.0,35,1,Sandwiches;Caterers;Event Planning & Services;Restaurants;Barbeque
7118,bxcVRvqq37Z_8J0tnL78rA,"""Grey Tiger""",Bloordale Village,"""1190 Bloor Street W""",Toronto,ON,M6H 1N2,43.6594557,-79.4378984,3.5,18,1,Bars;Nightlife;Cocktail Bars;Restaurants;Cafes;Vegan
7122,Jn17OhYIWrSlXHI3bpZsLQ,"""Esquire Restaurant""",Scarborough,"""2581 Victoria Park Avenue""",Toronto,ON,M1T 1A4,43.7743268,-79.322455,3.5,65,1,Mediterranean;Restaurants;Food;Burgers;Salad;Sandwiches;Greek
7123,jWfmC3iXaPLBmrAFfK2QeA,"""Sakura Japanese Restaurant""",,"""4700 Keele Street""",Toronto,ON,M3J 2S5,43.7742392,-79.5014316,2.0,15,1,Japanese;Restaurants
7124,IQ3esF7MvIOCbeVetW51Ng,"""Harvest Kitchen""",,"""124 Harbord Street""",Toronto,ON,M5S 1G8,43.6626306,-79.4042678,3.5,155,1,Breakfast & Brunch;Salad;Food;Juice Bars & Smoothies;Coffee & Tea;Comfort Food;Restaurants;Burgers;Coffee Roasteries;Vegetarian;Local Flavor;Diners;Gastropubs;Italian
7126,hXVaXtDO9NnvCOSMtFuHRg,"""Kawa Sushi""",Church-Wellesley Village,"""451 Church Street""",Toronto,ON,M4Y 2C5,43.6639176,-79.3799501,4.0,108,1,Food;Food Delivery Services;Restaurants;Sushi Bars;Japanese
7128,wC-6zUGK5Cx3qW8IjvJxpw,"""Mayday Malone's Pub & Ristorante""",Seaton Village,"""1078 Bathurst Street""",Toronto,ON,M5R 3G9,43.6724821,-79.4143711,3.0,9,1,Nightlife;Pubs;Bars;Italian;Restaurants
7134,XWTPNfskXoUL-Lf32wSk0Q,"""Rosedale Diner""",Summer Hill,"""1164 Yonge Street""",Toronto,ON,M4W 2L9,43.680359,-79.3912254,3.5,76,1,Restaurants;Breakfast & Brunch;Diners
7140,9WTU-yZe09XKG8FVf59zUw,"""Pat's No Frills""",,"""270 Wilson Avenue""",Toronto,ON,M3H 1S6,43.7377773921,-79.4333077083,2.5,12,1,Food;Grocery
7141,CcV9dB7MGQkFI90-UEFcQA,"""Patchmon's Thai Desserts & More""",Swansea,"""2463 Bloor Street W""",Toronto,ON,M6S 1P7,43.6490835,-79.4848681,4.0,13,1,Bakeries;Food;Desserts;Restaurants;Thai
7145,j89qFSIQFwIBxSs7OnvSMQ,"""Aroma Espresso Bar""",Bayview Village,"""Bayview Village Shopping Centre, 2901 Bayview Avenue""",Toronto,ON,M2N 3R1,43.7734031677,-79.3895645142,3.0,35,1,Coffee & Tea;Food
7146,o3h6ownPor82HkNo9z67Mw,"""Falafel Hut Village""",,"""4700 Keele Street""",Toronto,ON,M3J 1P3,43.7744293213,-79.5014724731,3.0,16,1,Mediterranean;Middle Eastern;Falafel;Restaurants
7148,SN69A7A6gnjAJiN9wnNWHQ,"""Swiss Chalet Rotisserie & Grill""",Etobicoke,"""269 Rexdale Blvd""",Toronto,ON,M9W 1P7,43.7121446,-79.5775353,2.0,6,1,Restaurants;Comfort Food;American (Traditional)
7150,0Mhw1lD_Zwsv4Vo6oQrPWA,"""Wah Too""",Downtown Core,"""58 Centre Avenue""",Toronto,ON,M5G 1R5,43.6549211,-79.3870808,3.5,17,1,Chinese;Restaurants;Seafood
7151,SrTFTykMa0oMUWbJxXGcQw,"""Longo's""",,"""93 Laird Drive""",Toronto,ON,M4G 3V1,43.705783844,-79.3616333008,4.0,25,1,Fruits & Veggies;Food;Specialty Food;Grocery;Shopping;Discount Store
7155,FaC1Fs80KlMlUFFWixJ0xQ,"""Beach Foodland""",The Beach,"""2040 Queen Street E""",Toronto,ON,M4L 1J1,43.67046219,-79.298129864,3.5,6,1,Grocery;Food
7156,n9eudXq_35C0htRLtHZ2XQ,"""Bathurst Local""",Alexandra Park,"""322 Bathurst Street""",Toronto,ON,M5T 2S3,43.6514918,-79.4058339,4.5,10,1,Beer;Wine & Spirits;Restaurants;Bars;Cocktail Bars;Whiskey Bars;Beer Bar;Wine Bars;Breakfast & Brunch;Nightlife;Local Flavor;Food
7162,yaViddk9vxi-7p8DnjoClw,"""Sushi Delight""",Greektown,"""461 Danforth Avenue""",Toronto,ON,M4W 1A7,43.6777648,-79.3502262,3.0,58,1,Restaurants;Sushi Bars;Japanese
7164,I5zC_Qw8tpAckO5i6KC5dQ,"""See-Scape""",The Junction,"""2840 Dundas Street W""",Toronto,ON,M6P 1Y7,43.665526,-79.4639717,4.0,13,1,Bars;Videos & Video Game Rental;Books;Mags;Music & Video;Art Galleries;Cafes;Restaurants;Shopping;Arts & Entertainment;Nightlife
7171,MjCqVOfW00y5ox41L_f1zA,"""Golden Wheat Bakery Cafe""",,"""579 Rogers Road""",Toronto,ON,M6M 1B6,43.6821483,-79.4715082,2.0,3,1,Food;Bakeries
7172,Vd9KnyFQwCyHN-FgvufZGw,"""Tilal Bakery""",,"""5601 Steeles Avenue West""",Toronto,ON,M9L 1S7,43.7667201348,-79.5614468471,4.0,5,1,Food;Middle Eastern;Lebanese;Restaurants;Bakeries
7175,n_-CwlqV8fzEIUPky8Ibtw,"""The Oxley""",Yorkville,"""121 Yorkville Avenue""",Toronto,ON,M5R 1C4,43.6707168,-79.393126,4.0,104,1,Gastropubs;Bars;British;Nightlife;Pubs;Restaurants
7178,MSPxscoI0criVI1EhBmf5A,"""La Prep""",Scarborough,"""1095 Military Trail""",Toronto,ON,M1C 4Z4,43.7867974,-79.1887385,2.5,4,1,Sandwiches;Cafes;Restaurants;Breakfast & Brunch
7179,-Py4QGu7Z2MaN7IZkwKQfg,"""Left Field Brewery""",Leslieville,"""36 Wagstaff Drive""",Toronto,ON,M4L 2H7,43.673628,-79.3303697,4.5,25,1,Food;Breweries
7180,URqrHRjKF7O0hurxrHwf5Q,"""Seven Yummy Garden""",,"""3875 Don Mills Road""",Toronto,ON,M2H 2S7,43.8075987143,-79.3563302662,4.5,4,1,Chinese;Restaurants
7183,o1FLiGssn5Wxc_POWSuZZA,"""Panda Express""",,"""80 Weston Rd, Ste 39""",Toronto,ON,M6N 4X9,43.6740688,-79.4704472,3.0,14,1,Restaurants;Chinese;Fast Food
7184,DAX9vgyXP9ywTFdHzPT8IA,"""Pippins Tea Company""",The Beach,"""2098 Queen Street E""",Toronto,ON,M4E 1E1,43.6710563,-79.2960004,4.0,4,1,Food
7185,oTqF5f40xFR30lgUXy489A,"""Staij & Co Cafe & Pastry Boutique""",Cabbagetown,"""552 Parliament street""",Toronto,ON,M4X 1P6,43.6668304,-79.3691987,4.5,12,1,Bakeries;Restaurants;Coffee & Tea;Cafes;Food
7190,cS4yqCzFV0719CU_1b0IqQ,"""Hoja LuWei""",Koreatown,"""615 Bloor Street W""",Toronto,ON,M6G 1K8,43.6644506,-79.4137859,3.5,19,1,Taiwanese;Restaurants
7197,qEQO8zzmQ7R1iVHd0Ttjjw,"""A&W""",Downtown Core,"""496 Yonge Street""",Toronto,ON,M4Y 1X9,43.6630749477,-79.3840788595,2.5,23,1,Burgers;Restaurants;Fast Food
7200,UivDzG-AWhcfX-ADpg3Riw,"""Pie Squared""",,"""366 Bloor Street E, Unit 2""",Toronto,ON,M4W 1H4,43.6722503,-79.3778237,3.5,52,1,Restaurants;Breakfast & Brunch;British;Canadian (New);Food;Fast Food
7201,b1ftXQkLO7NOn3nNNmGSNQ,"""7-Eleven""",Chinatown,"""260 College Street""",Toronto,ON,M5T 1R7,43.6581718277,-79.399844259,3.5,7,1,Convenience Stores;Food
7207,-Mu6qCYjrcvBgwIhLoh08g,"""Starbucks""",,"""878 Eglinton Avenue E""",Toronto,ON,M4G 2L1,43.7137393,-79.3650271,3.0,4,1,Food;Coffee & Tea
7211,cjatara6LkXRu2BXD_jxlA,"""Chat Bar""",Milliken,"""633 Silver Star Boulevard""",Toronto,ON,M1V 5N1,43.822058,-79.298592,3.0,38,1,Tapas Bars;Barbeque;Chinese;Restaurants
7215,TRG1rwkydMzRIlGbhHEwzA,"""Pho Huong""",The Junction,"""394 Pacific Avenue""",Toronto,ON,M6P 2R1,43.665279,-79.4687625,3.0,84,1,Restaurants;Vietnamese
7217,EYP47KQm-BR6VMvIOoV0hA,"""Raw Juice Guru""",The Junction,"""3324 Dundas Street W""",Toronto,ON,M6P 2A4,43.6657647,-79.4809537,2.5,3,1,Juice Bars & Smoothies;Food;Live/Raw Food;Restaurants
7218,UntYhU75-CqypVO8Qin9qw,"""Si Espresso Bar""",Riverdale,"""748 Broadview Avenue""",Toronto,ON,M4K 2P1,43.6757651,-79.3585766,3.5,28,1,Food;Coffee & Tea
7224,DitQU2Y-WONolisjxP-2nQ,"""Pizza Pizza""",Yorkville,"""826 Yonge Street""",Toronto,ON,M4W 2H1,43.6711886,-79.3874048,2.0,12,1,Pizza;Restaurants;Italian;Chicken Wings
7226,Nri8ZIsZGGdel0PBRIm6tw,"""Sharetea""",Harbourfront,"""89 Queens Quay W, Unit 109""",Toronto,ON,M5J 2T5,43.6397703,-79.3783875,3.5,23,1,Food;Coffee & Tea;Tea Rooms;Juice Bars & Smoothies;Bubble Tea
7227,GhGN_eerrkfnWjNXvIb21Q,"""Parts & Labour""",Parkdale,"""1566 Queen Street W""",Toronto,ON,M6R 1A3,43.6400249,-79.44047,3.5,146,1,Nightlife;Restaurants;Dive Bars;Bars;Canadian (New)
7228,jd68ZelBe4SFx7669K2iIA,"""Yogen Früz""",Downtown Core,"""260 Yonge St""",Toronto,ON,M5B 2H1,43.6546609,-79.3805654,3.5,7,1,Food;Ice Cream & Frozen Yogurt
7229,eBM_XsUVIOf3Ye9pKEjyiA,"""Desmond & Beatrice Bakeshop""",Leslieville,"""388 Carlaw Avenue, Unit 206""",Toronto,ON,M4M 2T4,43.6663941,-79.3426678,4.5,6,1,Bakeries;Food;Desserts
7230,nWbBiQCJD6GJScCGqKqSYA,"""Mucho Burrito""",Scarborough,"""2000 Eglinton Avenue E""",Toronto,ON,M1L 2M6,43.7295800276,-79.2829975113,2.5,3,1,Mexican;Restaurants
7231,kjZ7Mk1fvjgFCQxHpEn4hw,"""Kuni Sushi Ya""",Downtown Core,"""20 Baldwin St""",Toronto,ON,M5T 1L2,43.656086,-79.39307,2.5,85,1,Sushi Bars;Restaurants
7235,uiblCNxg83Q44bA2PYKuYQ,"""Yummy Dumpling House""",Willowdale,"""5 Northtown Way""",Toronto,ON,M2N 7A1,43.7749923,-79.4134696,3.5,7,1,Chinese;Restaurants
7237,ZYTTggT0haYooWAX_T9Ufg,"""Pho Rang Dong""",Corso Italia,"""1193 Saint Clair Ave W""",Toronto,ON,M6H 3L9,43.6775994,-79.444054,3.5,15,1,Vietnamese;Restaurants
7238,y32nKiHJCkELY2EmAmGNOA,"""Pizza Nova""",The Danforth,"""240 Danforth Avenue""",Toronto,ON,M4K 1N2,43.6770208384,-79.3553048372,2.5,3,1,Restaurants;Pizza
7239,vHaXbmEl6K_Lf-w5PFGBSA,"""Xin Yi Garden""",,"""282 Jane St""",Toronto,ON,M6S 3Z2,43.6559726,-79.4873427,2.5,3,1,Thai;Restaurants;Chinese
7240,uN2oZDJGO078ExbbV_DGmA,"""Barburrito - Sheppard""",Willowdale,"""4918 Yonge St""",Toronto,ON,M2N 5N5,43.7642671,-79.4120327,2.5,38,1,Restaurants;Fast Food;Mexican
7241,FCKexdb00Z0A8IJHjiaAxw,"""Ken Oh""",Downtown Core,"""183 Dundas Street W""",Toronto,ON,M5G 1C7,43.6549701577,-79.3865743652,3.0,49,1,Japanese;Restaurants
7245,JvGfvKojWTiDXD9ea3fPfg,"""Progress Bakery""",Dovercourt,"""996 Dovercourt Rd""",Toronto,ON,M6H 2X5,43.6670034,-79.4317466,4.0,11,1,Bakeries;Food
7246,sUjAx8_pRS_90qUEqkOq0g,"""Fresh & Wild""",Bloor-West Village,"""2294 Bloor St W""",Toronto,ON,M6S 1N9,43.6505657,-79.4790168,4.5,6,1,Fruits & Veggies;Specialty Food;Grocery;Food
7250,xD1Nhv7GGeGEbiPwJF70GQ,"""Queens Mini Mart""",Parkdale,"""1666 Queen St W""",Toronto,ON,M6R 1B2,43.6393032,-79.4437495,4.0,3,1,Food;Convenience Stores
7253,a9-r8ru5CAN_cNK1kVsPnw,"""Domino's Pizza""",Scarborough,"""447 Pharmacy Avenue""",Toronto,ON,M1L 3G7,43.7044892,-79.2885683,2.0,4,1,Caterers;Pizza;Event Planning & Services;Restaurants
7254,S2eGygYWQB2yyb3-neKTlw,"""7 Numbers Danforth""",Riverdale,"""307 Danforth Avenue E""",Toronto,ON,M4K 1N7,43.6769587,-79.3538463,3.5,84,1,Italian;Restaurants;Tapas Bars
7255,mYzlPKXvOVRrQivHnDqD5g,"""YamChops""",Little Italy,"""705 College Street""",Toronto,ON,M6G 1C2,43.6550692606,-79.4182143631,4.5,37,1,Food;Juice Bars & Smoothies;Vegetarian;Restaurants;Butcher;Vegan
7261,1j8Ic7I5E9ztBe1lMZ_06w,"""Subway""",Koreatown,"""731 Bloor Street W""",Toronto,ON,M6G 1L5,43.6634065,-79.4185575,2.5,5,1,Restaurants;Fast Food;Sandwiches
7264,oyPJzpBHwvQHBYab1UJdqQ,"""Sushi K Express""",Etobicoke,"""1769-250 the E Mall""",Toronto,ON,M9B 6L3,43.6312903,-79.555345,3.5,4,1,Japanese;Specialty Food;Sushi Bars;Imported Food;Restaurants;Ethnic Food;Food
7266,bZgfnQtLXly82_XmLBqOwQ,"""Wayne Gretzky's Toronto""",Entertainment District,"""99 Blue Jays Way""",Toronto,ON,M5V 9G9,43.6452945,-79.3916736,3.0,219,1,American (Traditional);Sports Bars;Nightlife;Bars;Restaurants
7267,uPJvuF2lE_1GWiuHvlRBEA,"""White Squirrel Coffee Shop""",West Queen West,"""907 Queen Street W""",Toronto,ON,M6J 1G5,43.6453598,-79.4123818,4.0,90,1,Food;Coffee & Tea
7268,SZuroTnXB7FwOlHp8Jahyg,"""Aanch Modernist Indian Cuisine""",Entertainment District,"""259 Wellington St W""",Toronto,ON,M5V,43.6447079,-79.3906704,4.5,3,1,Indian;Restaurants
7272,SSCgpKNpco3l-YZ2MC-lMw,"""Mama's Boys Burgers""",Scarborough,"""480 Danforth Road""",Toronto,ON,M1K 1C7,43.7085701681,-79.267641125,4.5,93,1,Burgers;Greek;Restaurants
7273,ELt26I6N0VqVywR5J4TMlw,"""Mong-Kut Thai""",Greektown,"""471 Danforth Ave""",Toronto,ON,M4K 1P1,43.6777822,-79.3500334,3.0,32,1,Thai;Restaurants
7274,ra65zNEvp9skoxr9wSydTw,"""Swiss Chalet Rotisserie & Grill""",,"""60 Overlea Blvd""",Toronto,ON,M4H 1B6,43.7077858,-79.3443554,3.0,5,1,Canadian (New);American (Traditional);Comfort Food;Restaurants
7276,l2J-R5MjzFTgj06dkSoyQg,"""Meow Cat Cafe""",Mount Pleasant and Davisville,"""556 Mount Pleasant Road""",Toronto,ON,M4S 2M6,43.7029221,-79.3881881,3.0,21,1,Restaurants;Coffee & Tea;Cafes;Food
7277,nFktMPlUZh06-dGTg4HdPw,"""The Spicy & Delicious""",,"""4664 Yonge Street, Unit 13""",Toronto,ON,M2N 5M1,43.7578864373,-79.4103981998,3.5,21,1,Chinese;Restaurants
7279,DQ6TonJZAofhwI56FvNjoA,"""Me.n.u Food Truck""",Queen Street West,"""420 Queen Street W""",Toronto,ON,M5V 2A7,43.6485203,-79.3979855,4.0,22,1,Restaurants;Asian Fusion;Food Delivery Services;Food;Food Trucks;Caterers;Event Planning & Services
7282,JxSHELGkkI3x6mbgIKBNnw,"""The Junction Kitchen & Bar""",,"""3820 Victoria Park Avenue""",Toronto,ON,M2H 3H7,43.8121683,-79.339792,2.5,27,1,Gastropubs;Restaurants;Nightlife;Comfort Food;Bars;Chicken Wings
7285,CzwowIhuiBfW9O0MqUJhKA,"""Tandoori Time""",Etobicoke,"""1727 Albion Road""",Toronto,ON,M9V 4J9,43.743394,-79.602661,3.5,23,1,Pakistani;Indian;Restaurants
7286,LWI8ULsw0X1FpInux4Tg5Q,"""Martino's Pizza""",The Annex,"""178 Dupont Street""",Toronto,ON,M5R 2E6,43.675568,-79.4036442,4.0,26,1,Pizza;Restaurants
7290,7gTsWzLnmEQBesGRtI9yew,"""Cacao 70""",Distillery District,"""28 Gristmill Lane""",Toronto,ON,M5A 3C4,43.6501601,-79.3606289,3.5,120,1,Chocolatiers & Shops;Restaurants;Food;Cafes;Breakfast & Brunch;Desserts;Specialty Food
7292,yZ5te-PojX-JYed2qI_hNQ,"""Wild Wing""",Scarborough,"""2819 Kingston Road""",Toronto,ON,M1M,43.721122,-79.236118,4.0,4,1,Restaurants;Chicken Wings
7295,2FcazsiNSYHYw95KZRyb8g,"""Arena Coffee Bar""",Distillery District,"""The Sport Gallery, 15 Tank House Lane""",Toronto,ON,M5A 3C4,43.650495,-79.3585787,3.5,3,1,Food;Coffee & Tea
7298,-Ipm_8YXj9UoNNHagCvsNg,"""Aoyama Sushi Restaurant""",,"""2766 Victoria Park Avenue""",Toronto,ON,M2J 4A8,43.7864595229,-79.3288924545,4.0,162,1,Japanese;Restaurants;Sushi Bars
7299,sVeYUSW4xgU0gDjGjb2bzQ,"""Recipieces""",Kensington Market,"""""",Toronto,ON,M5T,43.6532057,-79.4000493,4.5,3,1,Food;Food Delivery Services;Do-It-Yourself Food
7300,sDplKqsJgYbpgibxQxRZ6A,"""Druxy's Famous Deli""",Downtown Core,"""123 Edward Street""",Toronto,ON,M5G 1E2,43.6556211,-79.3867882,3.0,5,1,Breakfast & Brunch;Restaurants;Sandwiches;Delis
7301,P8NV_z-dWmUbs3LZ7Jr5aA,"""Presse Cafe""",Church-Wellesley Village,"""85 Bloor Street E""",Toronto,ON,M4W 3Y1,43.6705206,-79.3845166,3.5,24,1,Restaurants;Breakfast & Brunch;Cafes;Coffee & Tea;Food;Sandwiches
7302,rXxMU6X4diiI0kWYBgDwRQ,"""Banh Mi Bar/Pho Bar""",Kensington Market,"""189 Augusta Avenue""",Toronto,ON,M5T 2L4,43.6535699,-79.4013798,4.0,28,1,Restaurants;Vietnamese
7304,4CH7J6XlJEEEUkYPZPYQrg,"""Jinks Art Factory""",Parkdale,"""1664 Queen Street W""",Toronto,ON,M6R 1B2,43.6393047,-79.4436911,4.5,13,1,Beauty & Spas;Coffee & Tea;Food;Tattoo
7305,zbFzi7nhWnha2pezrLSIug,"""Sunny Cafe""",The Annex,"""322 Bloor Street W""",Toronto,ON,M5S 1W5,43.6669673,-79.4033819,3.5,3,1,Caterers;Restaurants;Event Planning & Services;Vegetarian
7306,a3xv_aV6lDU2qk0YShssEA,"""Penny's""",Bloordale Village,"""1306 Bloor Street W""",Toronto,ON,M6H 1N9,43.6585209,-79.442474,4.0,4,1,Nightlife;Arts & Entertainment;Food;Cocktail Bars;Beer;Wine & Spirits;Bars;Music Venues;Dive Bars
7307,cg_1Z2S9KDfOSfuEKckYJA,"""Whole Foods Market""",,"""4771 Yonge St""",Toronto,ON,M2N 5M5,43.7607335108,-79.4103984237,3.5,49,1,Juice Bars & Smoothies;Specialty Food;Grocery;Organic Stores;Food;Health Markets;Bakeries;Coffee & Tea
7308,i5-zE2mHuLqTuZRZVsJuzQ,"""The Living Room""",Yorkville,"""18 Saint Thomas Street""",Toronto,ON,M5S 3E7,43.6688084,-79.3905524,2.5,20,1,Hotels & Travel;Event Planning & Services;Hotels;Canadian (New);Restaurants
7311,OBTkwI11ko4AnbDV8rIlZA,"""Offsite Concept Space""",Trinity Bellwoods,"""867 Dundas Street W""",Toronto,ON,M6J 1V6,43.6512179083,-79.4105965638,4.0,9,1,Fashion;Arts & Entertainment;Food;Coffee & Tea;Shopping;Art Galleries
7314,DtqSRW_cr1nm8yTdFVBnYw,"""Tiger BBQ""",Milliken,"""250 Alton Towers Circle""",Toronto,ON,M1V 4E7,43.8256951,-79.2782298,4.0,12,1,Restaurants;Chinese;Barbeque
7321,ZxbUza8_Y17R18WcWehCmw,"""Gushi Japanese Street Food""",Queen Street West,"""238 Queen Street W""",Toronto,ON,M5V 1Z7,43.6501306,-79.3904119,4.0,28,1,Food Court;Food;Comfort Food;Japanese;Restaurants;Street Vendors
7324,v_LG5tOinxf3ve5GAIZhjQ,"""Nandos Danforth""",Greektown,"""671 Danforth Avenue""",Toronto,ON,M4J 1L3,43.678817,-79.34451,3.0,25,1,African;South African;Restaurants;Portuguese
7331,CmOFu9WDV0GsxD6QyFV4Iw,"""Richtree Eaton Centre""",Downtown Core,"""Toronto Eaton Centre, 14 Queen Street W""",Toronto,ON,M5B 2H1,43.6524650273,-79.3795499951,2.5,63,1,Pizza;Food;American (Traditional);Canadian (New);Specialty Food;Restaurants;Beer;Wine & Spirits;Sushi Bars;Grocery
7336,wcZiDpDRcFnH3hhGXHZrDA,"""Evergreen Brick Works""",,"""550 Bayview Avenue""",Toronto,ON,M4W 1A7,43.684213527,-79.3654918671,4.0,72,1,Local Flavor;Food;Venues & Event Spaces;Local Services;Community Service/Non-Profit;Parks;Farmers Market;Active Life;Event Planning & Services
7339,s8N66BJ9P-sqhisX47o1Sg,"""Roti Time""",,"""2542 St Clair Ave West""",Toronto,ON,M6N 1L7,43.6682059,-79.487083,3.5,53,1,Indian;Restaurants
7340,a1r6nEAb6Va3x5IgIz5kGQ,"""Jerk Spot""",Chinatown,"""149 Baldwin Street""",Toronto,ON,M5T 1L8,43.6550366,-79.399578,3.0,19,1,Caribbean;Restaurants
7341,ck57kpQ7uO_t5bX5j4N50Q,"""Second Cup""",,"""York University, 4700 Keele Street""",Toronto,ON,M3J 1P3,43.774527775,-79.5011168646,4.0,10,1,Food;Coffee & Tea;Restaurants;Breakfast & Brunch
7342,aPAljlYaHdDDKZngS5I2UQ,"""Paramount Fine Foods""",,"""1090 Don Mills Road""",Toronto,ON,M3C 3R6,43.7364416,-79.344201,3.0,45,1,Restaurants;Mediterranean;Middle Eastern;Lebanese
7348,jNw0Lnb_HVfhFVWe5q-qmw,"""Terrazza""",Bickford Park,"""372 Harbord Street""",Toronto,ON,M6G,43.6590509,-79.4223089,4.0,41,1,Restaurants;Italian
7350,uihTYXRdc8Phdh8pgu_6ZA,"""Mina Bakery""",Scarborough,"""80 Ellesmere Road""",Toronto,ON,M1R 4C2,43.7591328,-79.3105399,3.0,6,1,Bakeries;Food
7351,oN8pqCTXY4ac4DmUXUfdvQ,"""Coffee Galore""",Etobicoke,"""100 The East Mall, Suite11""",Toronto,ON,M8Z,43.6202377,-79.5493369,5.0,3,1,Food;Coffee & Tea
7354,QqesgEbz-B0mYEoEF6vBDg,"""Joe Bird""",Harbourfront,"""207 Queens Quay W""",Toronto,ON,M5J,43.6383087593,-79.3802657568,4.0,32,1,Beer Bar;Beer;Wine & Spirits;Nightlife;Ice Cream & Frozen Yogurt;Restaurants;Food;Bars;Chicken Shop
7358,dk6c_rmpXmXR6VEXJN1_8g,"""BellyBuster Submarines""",Entertainment District,"""389 King Street W""",Toronto,ON,M5V 1K1,43.6456396,-79.3935084,3.0,60,1,Restaurants;Food;Sandwiches
7363,McVmSLVRJBDWIuQO7D6GJg,"""Soos""",Ossington Strip,"""94 Ossington Avenue""",Toronto,ON,M6J 2Y7,43.6462764,-79.4197109,4.0,118,1,Malaysian;Restaurants
7368,aY2NXhrFompJLNTefo9kEw,"""Fat Louie's BBQ""",The Junction,"""110 W Toronto Street""",Toronto,ON,M6N 3E4,43.6692026231,-79.4689646151,4.5,23,1,Restaurants;Southern;Food Trucks;Food
7379,oUE9RDKKhb3RZPA8EQRJDw,"""Evergreen Thai""",Downtown Core,"""175 Dundas Street W""",Toronto,ON,M5G 1C7,43.6550133,-79.3863371,3.0,60,1,Thai;Restaurants
7380,mdoALqA201oRodl-lN_czg,"""Kupfert & Kim""",Entertainment District,"""140 Spadina Avenue.""",Toronto,ON,M5V 2L4,43.6477509,-79.3961822,4.0,85,1,Restaurants;Vegetarian;Vegan;Gluten-Free
7393,dZWh_Iwv3EhZU-bKMiSQWA,"""Starbucks""",East York,"""978 Coxwell Avenue""",Toronto,ON,M4C 3G5,43.6959927302,-79.3290226889,4.0,6,1,Food;Coffee & Tea
7394,mWOILDjS8gNcBw2iqT9Nzg,"""TDot Jerk""",High Park,"""26 Roncesvalles Avenue""",Toronto,ON,M6R 2K3,43.6396372,-79.4468234,4.0,15,1,Caribbean;Restaurants
